week_start,producto,categoria,unidades_vendidas,ingreso_total
2026-11-16,Marco Madera Natural 30x40,deco,12,51007.97
2026-11-16,Jarrón Minimalista Blanco,deco,35,228231.92
2026-11-16,Caja Ratan Organizadora,deco,9,42664.97
2026-11-16,Estante Flotante Roble,deco,21,184262.47
2026-11-16,Sillón Boho Arena,sillones,25,1207737.6
2026-11-16,Sillón Terciopelo Verde,sillones,27,1423071.94
2026-11-16,Puff Redondo Boucle,sillones,29,654036.77
2026-11-16,Sillón Acapulco Negro,sillones,22,761252.8
2026-11-16,Difusor Bambú 200ml,aromas,40,163911.94
2026-11-16,Vela Soja Lavanda Grande,aromas,24,62435.94
2026-11-16,Set Sales de Baño Botánico,aromas,10,38293.34
2026-11-16,Incienso Palo Santo 10u,aromas,27,41119.49
2026-11-16,Mantel Lino 180cm,mesa,11,56708.34
2026-11-16,Set Servilletas Bordadas,mesa,22,47895.09
2026-11-16,Porta Velas Mesa Hierro,mesa,36,140776.42
2026-11-16,Camino Mesa Ratan,mesa,20,84202.94
2026-11-16,Maceta Terracota XL,jardin,22,148075.28
2026-11-16,Farolito Solar Colgante,jardin,32,149656.32
2026-11-16,Cojín Exterior Rayas,jardin,9,43406.44
2026-11-16,Regadera Cobre Vintage,jardin,28,225124.97
2026-11-23,Set de Bowls Mediterráneo,cocina,26,110157.47
2026-11-23,Tabla de Madera Olivia,cocina,16,89281.02
2026-11-23,Porta Utensilios Cobre,cocina,25,72783.04
2026-11-23,Delantal Lino Natural,cocina,31,99451.97
2026-11-23,Jabonera Mármol Blanco,baño,37,110043.09
2026-11-23,Set Toallas Waffle,baño,28,185535.17
2026-11-23,Porta Cepillo Cerámica,baño,13,23406.51
2026-11-23,Espejo Redondo Nordico,baño,22,261537.41
2026-11-23,Marco Madera Natural 30x40,deco,34,160329.31
2026-11-23,Jarrón Minimalista Blanco,deco,8,45670.89
2026-11-23,Caja Ratan Organizadora,deco,9,42572.43
2026-11-23,Estante Flotante Roble,deco,35,328156.53
2026-11-23,Sillón Boho Arena,sillones,27,1312920.58
2026-11-23,Sillón Terciopelo Verde,sillones,36,1978179.84
2026-11-23,Puff Redondo Boucle,sillones,38,892045.44
2026-11-23,Sillón Acapulco Negro,sillones,7,225517.6
2026-11-23,Difusor Bambú 200ml,aromas,34,135517.36
2026-11-23,Vela Soja Lavanda Grande,aromas,25,65454.48
2026-11-23,Set Sales de Baño Botánico,aromas,36,155872.68
2026-11-23,Incienso Palo Santo 10u,aromas,38,60781.15
2026-11-23,Mantel Lino 180cm,mesa,28,157360.9
2026-11-23,Set Servilletas Bordadas,mesa,29,65480.24
2026-11-23,Porta Velas Mesa Hierro,mesa,18,64732.0
2026-11-23,Camino Mesa Ratan,mesa,12,48706.27
2026-11-23,Maceta Terracota XL,jardin,33,234560.83
2026-11-23,Farolito Solar Colgante,jardin,16,69094.66
2026-11-23,Cojín Exterior Rayas,jardin,21,107755.07
2026-11-23,Regadera Cobre Vintage,jardin,18,138065.96
2026-11-30,Set de Bowls Mediterráneo,cocina,15,60417.5
2026-11-30,Tabla de Madera Olivia,cocina,21,120170.8
2026-11-30,Porta Utensilios Cobre,cocina,16,44659.81
2026-11-30,Delantal Lino Natural,cocina,31,99244.39
2026-11-30,Jabonera Mármol Blanco,baño,30,86366.78
2026-11-30,Set Toallas Waffle,baño,39,272571.31
2026-11-30,Porta Cepillo Cerámica,baño,18,33162.51
2026-11-30,Espejo Redondo Nordico,baño,32,399329.28
2026-11-30,Marco Madera Natural 30x40,deco,29,133888.82
2026-11-30,Jarrón Minimalista Blanco,deco,31,198519.54
2026-11-30,Caja Ratan Organizadora,deco,11,52468.31
2026-11-30,Estante Flotante Roble,deco,35,327538.51
2026-11-30,Sillón Boho Arena,sillones,36,1831071.74
2026-11-30,Sillón Terciopelo Verde,sillones,9,435090.24
2026-11-30,Puff Redondo Boucle,sillones,22,478664.38
2026-11-30,Sillón Acapulco Negro,sillones,39,1464088.08
2026-11-30,Difusor Bambú 200ml,aromas,27,103882.09
2026-11-30,Vela Soja Lavanda Grande,aromas,33,89393.99
2026-11-30,Set Sales de Baño Botánico,aromas,37,161134.53
2026-11-30,Incienso Palo Santo 10u,aromas,25,37666.8
2026-11-30,Mantel Lino 180cm,mesa,40,236945.28
2026-11-30,Set Servilletas Bordadas,mesa,28,62836.93
2026-11-30,Porta Velas Mesa Hierro,mesa,18,64816.19
2026-11-30,Camino Mesa Ratan,mesa,24,103417.96
2026-11-30,Maceta Terracota XL,jardin,8,50316.08
2026-11-30,Farolito Solar Colgante,jardin,30,139192.56
2026-11-30,Cojín Exterior Rayas,jardin,30,160719.94
2026-11-30,Regadera Cobre Vintage,jardin,30,244045.54
2026-12-07,Set de Bowls Mediterráneo,cocina,30,129457.44
2026-12-07,Tabla de Madera Olivia,cocina,34,206605.65
2026-12-07,Porta Utensilios Cobre,cocina,38,117631.89
2026-12-07,Delantal Lino Natural,cocina,31,99515.01
2026-12-07,Jabonera Mármol Blanco,baño,21,57880.84
2026-12-07,Set Toallas Waffle,baño,14,86851.86
2026-12-07,Porta Cepillo Cerámica,baño,34,67658.42
2026-12-07,Espejo Redondo Nordico,baño,10,112129.92
2026-12-07,Marco Madera Natural 30x40,deco,38,182592.43
2026-12-07,Jarrón Minimalista Blanco,deco,10,57801.86
2026-12-07,Caja Ratan Organizadora,deco,34,181581.71
2026-12-07,Estante Flotante Roble,deco,18,155470.9
2026-12-07,Sillón Boho Arena,sillones,21,993839.62
2026-12-07,Sillón Terciopelo Verde,sillones,17,854057.15
2026-12-07,Puff Redondo Boucle,sillones,10,205096.32
2026-12-07,Sillón Acapulco Negro,sillones,14,465993.92
2026-12-07,Difusor Bambú 200ml,aromas,28,108694.84
2026-12-07,Vela Soja Lavanda Grande,aromas,21,53774.45
2026-12-07,Set Sales de Baño Botánico,aromas,22,89407.68
2026-12-07,Incienso Palo Santo 10u,aromas,38,60849.55
2026-12-07,Mantel Lino 180cm,mesa,10,51379.68
2026-12-07,Set Servilletas Bordadas,mesa,23,50291.54
2026-12-07,Porta Velas Mesa Hierro,mesa,16,57075.43
2026-12-07,Camino Mesa Ratan,mesa,26,113134.44
2026-12-07,Maceta Terracota XL,jardin,33,233745.81
2026-12-07,Farolito Solar Colgante,jardin,10,41883.12
2026-12-07,Cojín Exterior Rayas,jardin,9,43493.3
2026-12-07,Regadera Cobre Vintage,jardin,40,340137.34
2026-12-14,Set de Bowls Mediterráneo,cocina,27,114885.99
2026-12-14,Tabla de Madera Olivia,cocina,34,206615.12
2026-12-14,Porta Utensilios Cobre,cocina,19,53882.51
2026-12-14,Delantal Lino Natural,cocina,16,47592.99
2026-12-14,Jabonera Mármol Blanco,baño,9,23342.86
2026-12-14,Set Toallas Waffle,baño,31,208450.94
2026-12-14,Porta Cepillo Cerámica,baño,34,67617.08
2026-12-14,Espejo Redondo Nordico,baño,38,488044.03
2026-12-14,Marco Madera Natural 30x40,deco,24,107923.97
2026-12-14,Jarrón Minimalista Blanco,deco,26,162861.0
2026-12-14,Caja Ratan Organizadora,deco,27,139793.04
2026-12-14,Estante Flotante Roble,deco,13,109374.45
2026-12-14,Sillón Boho Arena,sillones,16,739909.63
2026-12-14,Sillón Terciopelo Verde,sillones,16,799492.1
2026-12-14,Puff Redondo Boucle,sillones,27,601907.33
2026-12-14,Sillón Acapulco Negro,sillones,33,1207076.64
2026-12-14,Difusor Bambú 200ml,aromas,26,99974.53
2026-12-14,Vela Soja Lavanda Grande,aromas,7,16749.82
2026-12-14,Set Sales de Baño Botánico,aromas,16,63015.88
2026-12-14,Incienso Palo Santo 10u,aromas,8,11049.02
2026-12-14,Mantel Lino 180cm,mesa,36,209407.97
2026-12-14,Set Servilletas Bordadas,mesa,36,83996.35
2026-12-14,Porta Velas Mesa Hierro,mesa,19,68664.54
2026-12-14,Camino Mesa Ratan,mesa,30,132686.3
2026-12-14,Maceta Terracota XL,jardin,14,90860.4
2026-12-14,Farolito Solar Colgante,jardin,32,149601.02
2026-12-14,Cojín Exterior Rayas,jardin,21,107405.63
2026-12-14,Regadera Cobre Vintage,jardin,38,320921.0
2026-12-21,Set de Bowls Mediterráneo,cocina,21,86852.3
2026-12-21,Tabla de Madera Olivia,cocina,38,235538.84
2026-12-21,Porta Utensilios Cobre,cocina,29,85978.46
2026-12-21,Delantal Lino Natural,cocina,21,64285.47
2026-12-21,Jabonera Mármol Blanco,baño,21,57848.85
2026-12-21,Set Toallas Waffle,baño,36,248193.5
2026-12-21,Porta Cepillo Cerámica,baño,21,39423.12
2026-12-21,Espejo Redondo Nordico,baño,34,427407.74
2026-12-21,Marco Madera Natural 30x40,deco,19,83308.46
2026-12-21,Jarrón Minimalista Blanco,deco,14,82739.15
2026-12-21,Caja Ratan Organizadora,deco,18,89360.32
2026-12-21,Estante Flotante Roble,deco,12,100665.41
2026-12-21,Sillón Boho Arena,sillones,32,1598570.5
2026-12-21,Sillón Terciopelo Verde,sillones,30,1604878.08
2026-12-21,Puff Redondo Boucle,sillones,37,863790.75
2026-12-21,Sillón Acapulco Negro,sillones,11,360199.84
2026-12-21,Difusor Bambú 200ml,aromas,36,144649.04
2026-12-21,Vela Soja Lavanda Grande,aromas,36,99127.64
2026-12-21,Set Sales de Baño Botánico,aromas,38,166297.18
2026-12-21,Incienso Palo Santo 10u,aromas,27,41164.85
2026-12-21,Mantel Lino 180cm,mesa,33,189088.15
2026-12-21,Set Servilletas Bordadas,mesa,28,62882.27
2026-12-21,Porta Velas Mesa Hierro,mesa,38,150122.56
2026-12-21,Camino Mesa Ratan,mesa,23,98401.54
2026-12-21,Maceta Terracota XL,jardin,14,90832.99
2026-12-21,Farolito Solar Colgante,jardin,27,123121.3
2026-12-21,Cojín Exterior Rayas,jardin,40,224563.46
2026-12-21,Regadera Cobre Vintage,jardin,26,207881.23
2026-12-28,Set de Bowls Mediterráneo,cocina,15,60347.95
2026-12-28,Tabla de Madera Olivia,cocina,22,126634.32
2026-12-28,Porta Utensilios Cobre,cocina,20,56955.07
2026-12-28,Delantal Lino Natural,cocina,31,99384.31
2026-12-28,Jabonera Mármol Blanco,baño,25,70324.8
2026-12-28,Set Toallas Waffle,baño,17,106649.3
2026-12-28,Porta Cepillo Cerámica,baño,15,27263.78
2026-12-28,Espejo Redondo Nordico,baño,19,223093.44
2026-12-28,Marco Madera Natural 30x40,deco,30,138909.6
2026-12-28,Jarrón Minimalista Blanco,deco,28,177235.88
2026-12-28,Caja Ratan Organizadora,deco,27,140015.56
2026-12-28,Estante Flotante Roble,deco,36,338644.86
2026-12-28,Sillón Boho Arena,sillones,21,995742.72
2026-12-28,Sillón Terciopelo Verde,sillones,39,2170900.99
2026-12-28,Puff Redondo Boucle,sillones,19,408014.82
2026-12-28,Sillón Acapulco Negro,sillones,37,1378729.52
2026-12-28,Difusor Bambú 200ml,aromas,19,70493.77
2026-12-28,Vela Soja Lavanda Grande,aromas,20,51035.71
2026-12-28,Set Sales de Baño Botánico,aromas,27,112591.64
2026-12-28,Incienso Palo Santo 10u,aromas,12,16927.49
2026-12-28,Mantel Lino 180cm,mesa,28,157230.3
2026-12-28,Set Servilletas Bordadas,mesa,11,22747.61
2026-12-28,Porta Velas Mesa Hierro,mesa,27,101493.6
2026-12-28,Camino Mesa Ratan,mesa,38,174568.72
2026-12-28,Maceta Terracota XL,jardin,38,275764.48
2026-12-28,Farolito Solar Colgante,jardin,13,55458.0
2026-12-28,Cojín Exterior Rayas,jardin,39,217479.48
2026-12-28,Regadera Cobre Vintage,jardin,30,243685.3
